docType,billId,billNumber,session,title,description,status,statusDate,last_action,last_action_date,url,pdf_link,txt_link,amendments,amendment_links,seeAlso,history
Senate Bill,1979772,SB66,2025-2026 Regular Session,Registration plate concealment devices and providing a penalty.,An Act to create 347.495 and 347.50 (6) of the statutes; Relating to: registration plate concealment devices and providing a penalty.,Introduced,2025-02-21,Representative Kaufert added as a cosponsor,2025-02-25,https://legiscan.com/WI/bill/SB66/2025,Bill Text/bill_3136250.pdf,Bill Text/bill_3136250.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-25 - Representative Kaufert added as a cosponsor
Senate Bill,1979260,SB67,2025-2026 Regular Session,Providing state aid to reimburse public and private schools that provide free meals to all pupils for the costs of those meals and making an appropriation. (FE),"An Act to repeal 115.341; to renumber 115.34 (1); to amend 20.255 (1) (jg), 20.255 (2) (cm), 20.255 (2) (cn), 115.34 (title), 115.34 (2) and 115.341 (1); to create 20.255 (2) (cL), 115.34 (1g) and 115.34 (3) to (5) of the statutes; Relating to: providing state aid to reimburse public and private schools that provide free meals to all pupils for the costs of those meals and making an appropriation. (FE)",Introduced,2025-02-21,Fiscal estimate received,2025-02-27,https://legiscan.com/WI/bill/SB67/2025,Bill Text/bill_3135797.pdf,Bill Text/bill_3135797.txt,,,,,2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Education; 2025-02-27 - Fiscal estimate received
Senate Bill,1981130,SB68,2025-2026 Regular Session,The prescription drug monitoring program. (FE),"An Act to amend 961.385 (2) (cs) 1., 961.385 (5) (b) and 961.385 (6) (a) of the statutes; Relating to: the prescription drug monitoring program. (FE)",Introduced,2025-02-24,Fiscal estimate received,2025-03-05,https://legiscan.com/WI/bill/SB68/2025,Bill Text/bill_3138283.pdf,Bill Text/bill_3138283.txt,,,,,"2025-02-24 - Introduced; 2025-02-24 - Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families; 2025-03-05 - Fiscal estimate received"
Senate Bill,1984480,SB69,2025-2026 Regular Session,An income tax subtraction for certain expenses paid by a school teacher. (FE),An Act to create 71.05 (6) (b) 57. of the statutes; Relating to: an income tax subtraction for certain expenses paid by a school teacher. (FE),Introduced,2025-02-26,Read first time and referred to Committee on Agriculture and Revenue,2025-02-26,https://legiscan.com/WI/bill/SB69/2025,Bill Text/bill_3142632.pdf,Bill Text/bill_3142632.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Agriculture and Revenue
Senate Bill,1984615,SB70,2025-2026 Regular Session,A minor’s authority to consent to health care.,An Act to create 48.374 of the statutes; Relating to: a minor’s authority to consent to health care.,Introduced,2025-02-26,Read first time and referred to Committee on Health,2025-02-26,https://legiscan.com/WI/bill/SB70/2025,Bill Text/bill_3142756.pdf,Bill Text/bill_3142756.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Health
Senate Bill,1985296,SB71,2025-2026 Regular Session,Ratification of the Dietitian Licensure Compact. (FE),"An Act to renumber and amend 448.78; to amend 146.81 (1) (em), 146.997 (1) (d) 6., 252.14 (1) (ar) 4m., 253.065 (3), 253.065 (5), 440.03 (9) (a) (intro.), 440.03 (9) (a) 2., 440.03 (13) (b) (intro.), 440.15, 446.01 (1v) (f), 446.02 (6m), 448.70 (1m), 448.72 (6), 448.74 (1), 448.78 (title), 448.80, 448.82, 448.87 (2) (intro.), 448.87 (2) (a), 448.956 (1m) and 450.10 (3) (a) 5m.; to repeal and recreate 632.895 (1) (b) 5. b.; to create 14.833, 440.03 (11m) (c) 2rm., 440.03 (13) (c) 1. gm., 448.70 (1r), 448.70 (1s), 448.78 (1m) (title), 448.78 (1m) (f), 448.78 (2m), (3m) and (4m) and subchapter XIV of chapter 448 [precedes 448.9887] of the statutes; Relating to: ratification of the Dietitian Licensure Compact. (FE)",Introduced,2025-02-26,Read first time and referred to Committee on Health,2025-02-26,https://legiscan.com/WI/bill/SB71/2025,Bill Text/bill_3143400.pdf,Bill Text/bill_3143400.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Health
Senate Bill,1984418,SB72,2025-2026 Regular Session,Creating an individual income tax deduction for certain income earned by an individual from the practice of psychiatry or from providing psychiatric or mental health services. (FE),"An Act to create 71.05 (6) (b) 57., 71.53 (2) (g) and 71.77 (9) of the statutes; Relating to: creating an individual income tax deduction for certain income earned by an individual from the practice of psychiatry or from providing psychiatric or mental health services. (FE)",Introduced,2025-02-26,Read first time and referred to Committee on Agriculture and Revenue,2025-02-26,https://legiscan.com/WI/bill/SB72/2025,Bill Text/bill_3142571.pdf,Bill Text/bill_3142571.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Agriculture and Revenue
Senate Bill,1984748,SB73,2025-2026 Regular Session,Prosecuting or adjudicating delinquent a person under the age of 18 for committing an act of prostitution.,"An Act to amend 51.20 (13) (cr), 165.76 (1) (am), 938.34 (15) (a) 1., 944.30 (1m) (intro.), 944.30 (2m) and 973.015 (2m) (intro.) of the statutes; Relating to: prosecuting or adjudicating delinquent a person under the age of 18 for committing an act of prostitution.",Introduced,2025-02-26,Representative Haywood added as a cosponsor,2025-02-26,https://legiscan.com/WI/bill/SB73/2025,Bill Text/bill_3142878.pdf,Bill Text/bill_3142878.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-02-26 - Representative Haywood added as a cosponsor
Senate Bill,1985433,SB74,2025-2026 Regular Session,Ratification of the Social Work Licensure Compact. (FE),"An Act to renumber 457.25 (1); to amend 46.90 (4) (ab) 4., 48.56 (2), 48.561 (2), 49.45 (30j) (a) 1., 51.03 (6) (a), 55.043 (1m) (a) 4., 146.81 (1) (hg), 146.89 (1) (r) 6., 146.89 (1) (r) 7., 146.997 (1) (d) 11., 252.14 (1) (ar) 7., 252.15 (1) (er), 253.10 (2) (f), 303.08 (1) (f), 440.03 (13) (b) (intro.), 440.15, 446.01 (1v) (m), 450.10 (3) (a) 10., 457.01 (1c), 457.01 (1r), 457.01 (10), 457.02 (5) and (5m), 457.03 (2), 457.033, 457.035 (2), 457.04 (1), 457.04 (2), 457.04 (4), 457.04 (7), 457.09 (4) (b) 1., 457.09 (4) (b) 2., 457.24 (1), 457.26 (2) (intro.) and 905.04 (1) (g); to repeal and recreate 632.89 (1) (dm); to create 14.898, 440.03 (11m) (c) 2v., 440.03 (13) (c) 1. id., 457.01 (5g), 457.01 (5j), 457.01 (12), 457.08 (4m), 457.25 (1g) and subchapter III of chapter 457 [precedes 457.70] of the statutes; Relating to: ratification of the Social Work Licensure Compact. (FE)",Introduced,2025-02-26,Representatives Fitzgerald and Subeck added as cosponsors,2025-03-03,https://legiscan.com/WI/bill/SB74/2025,Bill Text/bill_3143529.pdf,Bill Text/bill_3143529.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Health; 2025-03-03 - Representatives Fitzgerald and Subeck added as cosponsors
Senate Bill,1985090,SB75,2025-2026 Regular Session,Venue for actions in which there is a governmental party.,"An Act to amend 801.50 (6) and 814.61 (2) (title); to create 753.067, 801.50 (4r) and 814.61 (2) (c) of the statutes; Relating to: venue for actions in which there is a governmental party.",Introduced,2025-02-26,Read first time and referred to Committee on Judiciary and Public Safety,2025-02-26,https://legiscan.com/WI/bill/SB75/2025,Bill Text/bill_3143199.pdf,Bill Text/bill_3143199.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Judiciary and Public Safety
Senate Bill,1984818,SB76,2025-2026 Regular Session,Dismissing or amending certain criminal charges and deferred prosecution agreements for certain crimes.,"An Act to repeal 971.37; to amend 20.410 (1) (gL), 20.437 (1) (hh), 814.75 (8), 814.75 (8m), 814.76 (6), 814.80 (6), 814.81 (6), 971.38 (1) and 971.39 (1) (intro.); to create 967.056 and 968.075 (7) (c) of the statutes; Relating to: dismissing or amending certain criminal charges and deferred prosecution agreements for certain crimes.",Introduced,2025-02-26,Read first time and referred to Committee on Judiciary and Public Safety,2025-02-26,https://legiscan.com/WI/bill/SB76/2025,Bill Text/bill_3142941.pdf,Bill Text/bill_3142941.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Judiciary and Public Safety
Senate Bill,1985024,SB77,2025-2026 Regular Session,Entering certain places with intent to commit battery and providing a penalty.,An Act to amend 943.10 (1m) (intro.) of the statutes; Relating to: entering certain places with intent to commit battery and providing a penalty.,Introduced,2025-02-26,Read first time and referred to Committee on Judiciary and Public Safety,2025-02-26,https://legiscan.com/WI/bill/SB77/2025,Bill Text/bill_3143139.pdf,Bill Text/bill_3143139.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Judiciary and Public Safety
Senate Bill,1985364,SB78,2025-2026 Regular Session,The distribution and labeling of fertilizers and soil or plant additives produced from manure. (FE),"An Act to renumber 94.64 (1) (a); to amend 94.64 (3m) (a) (intro.), 94.64 (3m) (a) 1., 94.64 (9) (c), 94.65 (4) (a) (intro.) and 94.65 (4) (b); to create 94.64 (1) (ag), 94.64 (1) (u), 94.64 (2) (f), 94.64 (3m) (a) 3., 94.65 (1) (bm), 94.65 (1) (fm) and 94.65 (5m) of the statutes; Relating to: the distribution and labeling of fertilizers and soil or plant additives produced from manure. (FE)",Introduced,2025-02-26,Read first time and referred to Committee on Agriculture and Revenue,2025-02-26,https://legiscan.com/WI/bill/SB78/2025,Bill Text/bill_3143465.pdf,Bill Text/bill_3143465.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Agriculture and Revenue
Senate Bill,1984683,SB79,2025-2026 Regular Session,A disclaimer of parental rights and payments allowed in connection with an adoption.,"An Act to amend 48.41 (1), 48.42 (2) (a), 48.46 (2), 48.837 (5) and 48.91 (3); to create 48.41 (2) (bm) and 48.913 (1) (em) of the statutes; Relating to: a disclaimer of parental rights and payments allowed in connection with an adoption.",Introduced,2025-02-26,"Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families",2025-02-26,https://legiscan.com/WI/bill/SB79/2025,Bill Text/bill_3142819.pdf,Bill Text/bill_3142819.txt,,,,,"2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families"
Senate Bill,1985160,SB80,2025-2026 Regular Session,Statutory recognition of specialized treatment court and commercial court dockets.,An Act to create chapter 798 of the statutes; Relating to: statutory recognition of specialized treatment court and commercial court dockets.,Introduced,2025-02-26,Read first time and referred to Committee on Judiciary and Public Safety,2025-02-26,https://legiscan.com/WI/bill/SB80/2025,Bill Text/bill_3143268.pdf,Bill Text/bill_3143268.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Judiciary and Public Safety
Senate Bill,1985228,SB81,2025-2026 Regular Session,School district operating referenda.,"An Act to amend 121.91 (3) (a) 1., 121.91 (3) (c) and 121.91 (7) of the statutes; Relating to: school district operating referenda.",Introduced,2025-02-26,Read first time and referred to Committee on Education,2025-02-26,https://legiscan.com/WI/bill/SB81/2025,Bill Text/bill_3143332.pdf,Bill Text/bill_3143332.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Education
Senate Bill,1984549,SB82,2025-2026 Regular Session,Governmental restrictions based on the energy source of a motor vehicle or other device.,An Act to amend 20.931 (title); to create 20.931 (1) (am) and 20.931 (3) of the statutes; Relating to: governmental restrictions based on the energy source of a motor vehicle or other device.,Introduced,2025-02-26,Read first time and referred to Committee on Transportation and Local Government,2025-02-26,https://legiscan.com/WI/bill/SB82/2025,Bill Text/bill_3142697.pdf,Bill Text/bill_3142697.txt,,,,,2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Transportation and Local Government
Senate Bill,1984955,SB83,2025-2026 Regular Session,Utilization management controls for antipsychotic prescription drugs under the Medical Assistance program. (FE),An Act to create 49.45 (9o) of the statutes; Relating to: utilization management controls for antipsychotic prescription drugs under the Medical Assistance program. (FE),Introduced,2025-02-26,"Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families",2025-02-26,https://legiscan.com/WI/bill/SB83/2025,Bill Text/bill_3143077.pdf,Bill Text/bill_3143077.txt,,,,,"2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families"
Senate Bill,1984886,SB84,2025-2026 Regular Session,Exempting certain conveyances between grandparents and grandchildren from the real estate transfer fee. (FE),An Act to amend 77.25 (8) of the statutes; Relating to: exempting certain conveyances between grandparents and grandchildren from the real estate transfer fee. (FE),Introduced,2025-02-26,Representative O'Connor added as a cosponsor,2025-03-03,https://legiscan.com/WI/bill/SB84/2025,Bill Text/bill_3143007.pdf,Bill Text/bill_3143007.txt,,,,,"2025-02-26 - Introduced; 2025-02-26 - Read first time and referred to Committee on Insurance, Housing, Rural Issues and Forestry; 2025-03-03 - Representative O'Connor added as a cosponsor"
Senate Resolution,1902254,SR1,2025-2026 Regular Session,Notifying the assembly and the governor that the 2025-2026 senate is organized.,Relating to: notifying the assembly and the governor that the 2025-2026 senate is organized.,Signed,2025-01-06,"Adopted, Ayes 21, Noes 12",2025-01-06,https://legiscan.com/WI/bill/SR1/2025,Bill Text/bill_3039142.pdf,Bill Text/bill_3039142.txt,,,,,"2025-01-06 - Introduced; 2025-01-06 - Considered as privileged and taken up; 2025-01-06 - Read; 2025-01-06 - Adopted, Ayes 21, Noes 12"
Senate Joint Resolution,1903170,SJR1,2025-2026 Regular Session,The session schedule for the 2025-2026 biennial session period.,Relating to: the session schedule for the 2025-2026 biennial session period.,Signed,2025-01-09,Deposited in the office of the Secretary of State on 2-18-2025,2025-02-18,https://legiscan.com/WI/bill/SJR1/2025,Bill Text/bill_3039848.pdf,Bill Text/bill_3039848.txt,,,,,"2025-01-06 - Introduced; 2025-01-06 - Considered as privileged and taken up; 2025-01-06 - Adopted, Ayes 19, Noes 14; 2025-01-06 - Ordered immediately messaged; 2025-01-06 - Read; 2025-01-06 - Received from Senate; 2025-01-06 - Rules suspended to withdraw from Senate message and take up; 2025-01-06 - Concurred in, Ayes 55, Noes 43; 2025-01-06 - Ordered immediately messaged; 2025-01-07 - Received from Assembly concurred in; 2025-01-09 - Report correctly enrolled; 2025-02-18 - Deposited in the office of the Secretary of State on 2-18-2025"
Senate Joint Resolution,1903093,SJR2,2025-2026 Regular Session,Requiring photographic identification to vote in any election (second consideration).,To create section 1m of article III of the constitution; Relating to: requiring photographic identification to vote in any election (second consideration).,Signed,2025-01-14,Deposited in the office of the Secretary of State on 2-18-2025,2025-02-18,https://legiscan.com/WI/bill/SJR2/2025,Bill Text/bill_3040432.pdf,Bill Text/bill_3040432.txt,,,,,"2025-01-06 - Introduced; 2025-01-06 - Read first time and referred to Committee on Judiciary and Public Safety; 2025-01-07 - Public hearing held; 2025-01-07 - Executive action taken; 2025-01-07 - Report adoption recommended by Committee on Judiciary and Public Safety, Ayes 5, Noes 3; 2025-01-07 - Available for scheduling; 2025-01-07 - Placed on calendar 1-8-2025 pursuant to Senate Rule 18(1); 2025-01-08 - Read a second time; 2025-01-08 - Ordered to a third reading; 2025-01-08 - Rules suspended to give joint resolution its third reading; 2025-01-08 - Read a third time and adopted, Ayes 17, Noes 15; 2025-01-08 - Ordered immediately messaged; 2025-01-08 - Received from Senate; 2025-01-08 - Read first time and referred to committee on Rules; 2025-01-09 - Representatives Franklin, Brill and Tranel added as cosponsors; 2025-01-09 - Placed on calendar 1-14-2025 by Committee on Rules; 2025-01-10 - Representative VanderMeer added as a cosponsor; 2025-01-14 - Rules suspended to withdraw from calendar and take up; 2025-01-14 - Read a second time; 2025-01-14 - Ordered to a third reading; 2025-01-14 - Rules suspended; 2025-01-14 - Read a third time and concurred in, Ayes 54, Noes 45; 2025-01-14 - Ordered immediately messaged; 2025-01-14 - Received from Assembly concurred in; 2025-01-14 - Report correctly enrolled; 2025-02-18 - Deposited in the office of the Secretary of State on 2-18-2025"
Senate Joint Resolution,1952097,SJR3,2025-2026 Regular Session,Proclaiming January 2025 as Human Trafficking Awareness and Prevention Month in the state of Wisconsin.,Relating to: proclaiming January 2025 as Human Trafficking Awareness and Prevention Month in the state of Wisconsin.,Introduced,2025-02-03,Available for scheduling,2025-02-03,https://legiscan.com/WI/bill/SJR3/2025,Bill Text/bill_3095947.pdf,Bill Text/bill_3095947.txt,,,,,2025-02-03 - Introduced; 2025-02-03 - Read and referred to Committee on Senate Organization; 2025-02-03 - Available for scheduling
Senate Joint Resolution,1956584,SJR4,2025-2026 Regular Session,The freedom to gather in places of worship during a state of emergency (second consideration).,To amend section 18 of article I of the constitution; Relating to: the freedom to gather in places of worship during a state of emergency (second consideration).,Introduced,2025-02-05,"Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs",2025-02-05,https://legiscan.com/WI/bill/SJR4/2025,Bill Text/bill_3101321.pdf,Bill Text/bill_3101321.txt,,,,,"2025-02-05 - Introduced; 2025-02-05 - Read first time and referred to Committee on Licensing, Regulatory Reform, State and Federal Affairs"
Senate Joint Resolution,1956162,SJR5,2025-2026 Regular Session,"Celebrating the 51st anniversary of the American Birkebeiner and proclaiming February 17 to 23, 2025, as American Birkebeiner Week in Wisconsin.","Relating to: celebrating the 51st anniversary of the American Birkebeiner and proclaiming February 17 to 23, 2025, as American Birkebeiner Week in Wisconsin.",Introduced,2025-02-05,Representative Stroud added as a cosponsor,2025-02-14,https://legiscan.com/WI/bill/SJR5/2025,Bill Text/bill_3100939.pdf,Bill Text/bill_3100939.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read and referred to Committee on Senate Organization; 2025-02-05 - Available for scheduling; 2025-02-14 - Representative Stroud added as a cosponsor
Senate Joint Resolution,1956264,SJR6,2025-2026 Regular Session,Honoring the life and enduring legacy of Robert George Uecker.,Relating to: honoring the life and enduring legacy of Robert George Uecker.,Introduced,2025-02-05,Representative Rodriguez added as a cosponsor,2025-02-20,https://legiscan.com/WI/bill/SJR6/2025,Bill Text/bill_3101033.pdf,Bill Text/bill_3101033.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read and referred to Committee on Senate Organization; 2025-02-05 - Available for scheduling; 2025-02-07 - Representative Penterman added as a cosponsor; 2025-02-10 - Representative Haywood added as a cosponsor; 2025-02-18 - Representative Gustafson added as a cosponsor; 2025-02-20 - Representative Rodriguez added as a cosponsor
Senate Joint Resolution,1956521,SJR7,2025-2026 Regular Session,"Recognizing that the Wisconsin State Legislature supports nuclear power and fusion energy as clean energy sources that are critical to safely meeting Wisconsin’s growing energy demands and declaring the legislature’s commitment to the continuation and expansion of nuclear power and nuclear technologies, the development of nuclear technologies and fusion energy, and employing the leadership and resources necessary to support the development of and investment in nuclear power, fusion energy, and related technologies in the state.","Relating to: recognizing that the Wisconsin State Legislature supports nuclear power and fusion energy as clean energy sources that are critical to safely meeting Wisconsin’s growing energy demands and declaring the legislature’s commitment to the continuation and expansion of nuclear power and nuclear technologies, the development of nuclear technologies and fusion energy, and employing the leadership and resources necessary to support the development of and investment in nuclear power, fusion energy, and related technologies in the state.",Introduced,2025-02-05,Available for scheduling,2025-02-05,https://legiscan.com/WI/bill/SJR7/2025,Bill Text/bill_3101265.pdf,Bill Text/bill_3101265.txt,,,,,2025-02-05 - Introduced; 2025-02-05 - Read and referred to Committee on Senate Organization; 2025-02-05 - Available for scheduling
Senate Joint Resolution,1968020,SJR8,2025-2026 Regular Session,"Proclaiming February 4, 2025, as Transit Equity Day.","Relating to: proclaiming February 4, 2025, as Transit Equity Day.",Introduced,2025-02-12,Representative Haywood added as a cosponsor,2025-02-26,https://legiscan.com/WI/bill/SJR8/2025,Bill Text/bill_3116782.pdf,Bill Text/bill_3116782.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read and referred to Committee on Senate Organization; 2025-02-12 - Available for scheduling; 2025-02-26 - Representative Haywood added as a cosponsor
Senate Joint Resolution,1967843,SJR9,2025-2026 Regular Session,Honoring the life and public service of Justice David T. Prosser Jr.,Relating to: honoring the life and public service of Justice David T. Prosser Jr.,Introduced,2025-02-12,Available for scheduling,2025-02-12,https://legiscan.com/WI/bill/SJR9/2025,Bill Text/bill_3116603.pdf,Bill Text/bill_3116603.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read and referred to Committee on Senate Organization; 2025-02-12 - Available for scheduling
Senate Joint Resolution,1967792,SJR10,2025-2026 Regular Session,Proclaiming February 2025 as Black History Month.,Relating to: proclaiming February 2025 as Black History Month.,Introduced,2025-02-12,Available for scheduling,2025-02-12,https://legiscan.com/WI/bill/SJR10/2025,Bill Text/bill_3116552.pdf,Bill Text/bill_3116552.txt,,,,,2025-02-12 - Introduced; 2025-02-12 - Read and referred to Committee on Senate Organization; 2025-02-12 - Available for scheduling
Senate Joint Resolution,1979359,SJR11,2025-2026 Regular Session,Restricting the governor’s partial veto authority to only rejecting entire bill sections of an appropriation bill that are capable of separate enactment and reducing appropriations in a bill (first consideration).,To amend section 10 (1) (c) of article V of the constitution; Relating to: restricting the governor’s partial veto authority to only rejecting entire bill sections of an appropriation bill that are capable of separate enactment and reducing appropriations in a bill (first consideration).,Introduced,2025-02-21,Representative Goeben added as a cosponsor,2025-02-25,https://legiscan.com/WI/bill/SJR11/2025,Bill Text/bill_3135882.pdf,Bill Text/bill_3135882.txt,,,,,"2025-02-21 - Introduced; 2025-02-21 - Read first time and referred to Committee on Government Operations, Labor and Economic Development; 2025-02-25 - Representative Goeben added as a cosponsor"
